email,ticket_id,issue_type,satisfaction_rating
user_93456039@gmail.com,TKT-009212,Late Delivery,4
user_9a550659@gmail.com,TKT-009213,Late Delivery,5
user_af018ffd@gmail.com,TKT-009214,Late Delivery,1
user_4c7e61a1@gmail.com,TKT-009215,Late Delivery,1
user_be860dd3@gmail.com,TKT-009216,Damaged Item,3
user_26cf5e64@gmail.com,TKT-009217,Damaged Item,1
user_6b33d991@gmail.com,TKT-009218,Late Delivery,5
user_92d6a6df@gmail.com,TKT-009219,Late Delivery,4
user_34943ee2@gmail.com,TKT-009220,Late Delivery,4
user_86c7f24c@gmail.com,TKT-009221,Damaged Item,3
user_11850631@gmail.com,TKT-009222,Damaged Item,5
user_c304841f@gmail.com,TKT-009223,Late Delivery,4
user_a7f21962@gmail.com,TKT-009224,Late Delivery,1
user_d6788de8@gmail.com,TKT-009225,Damaged Item,2
user_473d82e9@gmail.com,TKT-009226,Damaged Item,5
user_2b348b43@gmail.com,TKT-009227,Late Delivery,2
user_bb25cc0a@gmail.com,TKT-009228,Late Delivery,5
user_f739a0a9@gmail.com,TKT-009229,Late Delivery,2
user_f384b670@gmail.com,TKT-009230,Late Delivery,4
user_f445fca9@gmail.com,TKT-009231,Damaged Item,4
user_aa9d4a14@gmail.com,TKT-009232,Late Delivery,1
user_177c97a1@gmail.com,TKT-009233,Late Delivery,5
user_4b476c0a@gmail.com,TKT-009234,Damaged Item,2
user_ceb9cd47@gmail.com,TKT-009235,Late Delivery,3
user_a9f41cfa@gmail.com,TKT-009236,Late Delivery,2
user_f5610aa2@gmail.com,TKT-009237,Late Delivery,2
user_0333a3c9@gmail.com,TKT-009238,Damaged Item,4
user_46fc5e20@gmail.com,TKT-009239,Damaged Item,5
user_b2c10a20@gmail.com,TKT-009240,Late Delivery,4
user_33de26d1@gmail.com,TKT-009241,Late Delivery,5
user_d42abb03@gmail.com,TKT-009242,Late Delivery,1
user_ed0bbd08@gmail.com,TKT-009243,Late Delivery,2
user_4436c557@gmail.com,TKT-009244,Damaged Item,1
user_1467840a@gmail.com,TKT-009245,Damaged Item,1
user_00ec6ce8@gmail.com,TKT-009246,Late Delivery,3
user_aedcbd13@gmail.com,TKT-009247,Late Delivery,5
user_c199fe99@gmail.com,TKT-009248,Damaged Item,1
user_f0a5d354@gmail.com,TKT-009249,Damaged Item,3
user_6916bae3@gmail.com,TKT-009250,Damaged Item,2
user_36b84fe3@gmail.com,TKT-009251,Late Delivery,5
user_3bbf81ec@gmail.com,TKT-009252,Damaged Item,3
user_630f190c@gmail.com,TKT-009253,Late Delivery,2
user_97d80b89@gmail.com,TKT-009254,Late Delivery,1
user_ce6932a8@gmail.com,TKT-009255,Damaged Item,3
user_35ee5bf5@gmail.com,TKT-009256,Late Delivery,5
user_f2e48e53@gmail.com,TKT-009257,Damaged Item,5
user_f7008341@gmail.com,TKT-009258,Damaged Item,3
user_080758a2@gmail.com,TKT-009259,Late Delivery,3
user_6bcf761c@gmail.com,TKT-009260,Late Delivery,3
user_c00c3c4e@gmail.com,TKT-009261,Damaged Item,5
user_37b5ae93@gmail.com,TKT-009262,Late Delivery,5
user_dfd34b0a@gmail.com,TKT-009263,Late Delivery,5
user_804eb664@gmail.com,TKT-009264,Late Delivery,1
user_f6b12abd@gmail.com,TKT-009265,Late Delivery,3
user_1f00d2a0@gmail.com,TKT-009266,Damaged Item,4
user_8b5cd6bf@gmail.com,TKT-009267,Late Delivery,4
user_1a5cce05@gmail.com,TKT-009268,Damaged Item,1
user_21915e1e@gmail.com,TKT-009269,Late Delivery,5
user_e28632b6@gmail.com,TKT-009270,Late Delivery,5
user_ea870f4f@gmail.com,TKT-009271,Damaged Item,5
user_88bd8881@gmail.com,TKT-009272,Damaged Item,3
user_7f6fc5ee@gmail.com,TKT-009273,Damaged Item,5
user_d1ab24ff@gmail.com,TKT-009274,Late Delivery,2
user_c5819997@gmail.com,TKT-009275,Damaged Item,3
user_eee1310e@gmail.com,TKT-009276,Late Delivery,1
user_c1a92515@gmail.com,TKT-009277,Late Delivery,2
user_b7815374@gmail.com,TKT-009278,Damaged Item,3
user_fec3ef99@gmail.com,TKT-009279,Damaged Item,3
user_0339119d@gmail.com,TKT-009280,Late Delivery,4
user_b2d857f5@gmail.com,TKT-009281,Damaged Item,5
user_1676405e@gmail.com,TKT-009282,Damaged Item,1
user_329123e2@gmail.com,TKT-009283,Late Delivery,4
user_ef615978@gmail.com,TKT-009284,Late Delivery,3
user_31a243df@gmail.com,TKT-009285,Late Delivery,3
user_08142acc@gmail.com,TKT-009286,Damaged Item,5
user_60bec6ef@gmail.com,TKT-009287,Damaged Item,1
user_9c6380b6@gmail.com,TKT-009288,Damaged Item,1
user_9818f8aa@gmail.com,TKT-009289,Late Delivery,2
user_65f770e7@gmail.com,TKT-009290,Damaged Item,2
user_bf3451be@gmail.com,TKT-009291,Damaged Item,5
user_60d2143d@gmail.com,TKT-009292,Damaged Item,2
user_9152263c@gmail.com,TKT-009293,Late Delivery,5
user_0a9e0b92@gmail.com,TKT-009294,Damaged Item,3
user_1f808388@gmail.com,TKT-009295,Damaged Item,1
user_d74cf068@gmail.com,TKT-009296,Damaged Item,5
user_b23eb80a@gmail.com,TKT-009297,Late Delivery,2
user_04fb0069@gmail.com,TKT-009298,Late Delivery,2
user_8fcd817e@gmail.com,TKT-009299,Late Delivery,1
user_31d41cae@gmail.com,TKT-009300,Late Delivery,3
user_1a2042f3@gmail.com,TKT-009301,Damaged Item,5
user_fac8b5e9@gmail.com,TKT-009302,Damaged Item,2
user_3f8b8d63@gmail.com,TKT-009303,Damaged Item,3
user_0278b3b0@gmail.com,TKT-009304,Damaged Item,5
user_0ec0d609@gmail.com,TKT-009305,Damaged Item,3
user_9e663beb@gmail.com,TKT-009306,Late Delivery,1
user_16e0f057@gmail.com,TKT-009307,Damaged Item,4
user_be3c969d@gmail.com,TKT-009308,Damaged Item,2
user_1d8b0ad1@gmail.com,TKT-009309,Damaged Item,5
user_4b21961c@gmail.com,TKT-009310,Late Delivery,3
user_3b487800@gmail.com,TKT-009311,Damaged Item,4
user_524173b5@gmail.com,TKT-009312,Damaged Item,4
user_43e626e9@gmail.com,TKT-009313,Damaged Item,3
user_bce1de3f@gmail.com,TKT-009314,Late Delivery,1
user_ba54f40b@gmail.com,TKT-009315,Late Delivery,5
user_93fd5958@gmail.com,TKT-009316,Late Delivery,4
user_163e0b70@gmail.com,TKT-009317,Late Delivery,3
user_d4f6e329@gmail.com,TKT-009318,Late Delivery,3
user_e6613a70@gmail.com,TKT-009319,Late Delivery,4
user_926c0473@gmail.com,TKT-009320,Late Delivery,4
user_625ce1a1@gmail.com,TKT-009321,Late Delivery,3
user_ad5fe24b@gmail.com,TKT-009322,Damaged Item,5
user_115b53c1@gmail.com,TKT-009323,Damaged Item,5
user_51cbe23e@gmail.com,TKT-009324,Late Delivery,4
user_6b4e8e7b@gmail.com,TKT-009325,Damaged Item,4
user_ab425974@gmail.com,TKT-009326,Damaged Item,5
user_c1a407e6@gmail.com,TKT-009327,Late Delivery,2
user_7b40a26d@gmail.com,TKT-009328,Damaged Item,3
user_a6d070c5@gmail.com,TKT-009329,Damaged Item,4
user_2a1498fc@gmail.com,TKT-009330,Late Delivery,4
user_38483398@gmail.com,TKT-009331,Late Delivery,1
user_c019a05c@gmail.com,TKT-009332,Damaged Item,4
user_25d1543b@gmail.com,TKT-009333,Late Delivery,3
user_f6918f8d@gmail.com,TKT-009334,Late Delivery,3
user_ef9a3556@gmail.com,TKT-009335,Damaged Item,1
user_a34e55a2@gmail.com,TKT-009336,Damaged Item,4
user_0c21e1a3@gmail.com,TKT-009337,Damaged Item,2
user_a0b50063@gmail.com,TKT-009338,Late Delivery,3
user_940ff936@gmail.com,TKT-009339,Damaged Item,5
user_6ab2e4b7@gmail.com,TKT-009340,Late Delivery,3
user_ae62edbb@gmail.com,TKT-009341,Damaged Item,4
user_f1c6fd8f@gmail.com,TKT-009342,Late Delivery,2
user_7cc7d622@gmail.com,TKT-009343,Damaged Item,2
user_801d7476@gmail.com,TKT-009344,Damaged Item,1
user_deaeb5c1@gmail.com,TKT-009345,Late Delivery,4
user_adef5997@gmail.com,TKT-009346,Late Delivery,1
user_b87b4adb@gmail.com,TKT-009347,Late Delivery,2
user_fde78af2@gmail.com,TKT-009348,Damaged Item,4
user_28688aa5@gmail.com,TKT-009349,Damaged Item,4
user_45a28441@gmail.com,TKT-009350,Late Delivery,4
user_9090eb0d@gmail.com,TKT-009351,Damaged Item,5
user_23768e16@gmail.com,TKT-009352,Late Delivery,5
user_4b1544b0@gmail.com,TKT-009353,Late Delivery,5
user_acbaabfe@gmail.com,TKT-009354,Late Delivery,4
user_58aaf012@gmail.com,TKT-009355,Damaged Item,3
user_a286008b@gmail.com,TKT-009356,Damaged Item,3
user_729b3489@gmail.com,TKT-009357,Late Delivery,2
user_baf26f8e@gmail.com,TKT-009358,Damaged Item,2
user_f51845e1@gmail.com,TKT-009359,Late Delivery,5
user_8291b8ed@gmail.com,TKT-009360,Damaged Item,1
user_4f1f1fa0@gmail.com,TKT-009361,Damaged Item,1
user_9c422087@gmail.com,TKT-009362,Damaged Item,2
user_410be97e@gmail.com,TKT-009363,Late Delivery,3
user_2a77526e@gmail.com,TKT-009364,Late Delivery,2
user_c844fe1b@gmail.com,TKT-009365,Late Delivery,1
user_8a6b739c@gmail.com,TKT-009366,Damaged Item,1
user_cc276204@gmail.com,TKT-009367,Damaged Item,1
user_50ee4216@gmail.com,TKT-009368,Damaged Item,5
user_ccf97b95@gmail.com,TKT-009369,Late Delivery,1
user_98f314d3@gmail.com,TKT-009370,Damaged Item,4
user_1ef2a5f1@gmail.com,TKT-009371,Damaged Item,4
user_8f74bced@gmail.com,TKT-009372,Late Delivery,2
user_754966ce@gmail.com,TKT-009373,Damaged Item,2
user_c8abffe7@gmail.com,TKT-009374,Damaged Item,2
user_fb48b86d@gmail.com,TKT-009375,Late Delivery,1
user_c8edac37@gmail.com,TKT-009376,Damaged Item,5
user_5c00398e@gmail.com,TKT-009377,Late Delivery,2
user_c3d7c80f@gmail.com,TKT-009378,Late Delivery,1
user_69fd82c4@gmail.com,TKT-009379,Damaged Item,3
user_7e68c3ac@gmail.com,TKT-009380,Late Delivery,5
user_9e89d223@gmail.com,TKT-009381,Late Delivery,2
user_9c0e3316@gmail.com,TKT-009382,Damaged Item,3
user_82e1a1e7@gmail.com,TKT-009383,Damaged Item,1
user_6da05480@gmail.com,TKT-009384,Damaged Item,3
user_2b0bda01@gmail.com,TKT-009385,Damaged Item,3
user_b2f4ca50@gmail.com,TKT-009386,Damaged Item,3
user_8275b03e@gmail.com,TKT-009387,Damaged Item,5
user_5a494c64@gmail.com,TKT-009388,Damaged Item,3
user_dc8fe0db@gmail.com,TKT-009389,Damaged Item,1
user_119c4cdd@gmail.com,TKT-009390,Late Delivery,4
user_fd9e7ab4@gmail.com,TKT-009391,Damaged Item,4
user_64727e23@gmail.com,TKT-009392,Late Delivery,2
user_9ee63427@gmail.com,TKT-009393,Damaged Item,5
user_373cdc68@gmail.com,TKT-009394,Damaged Item,5
user_5d72a779@gmail.com,TKT-009395,Damaged Item,2
user_0856272a@gmail.com,TKT-009396,Late Delivery,1
user_19a4d26a@gmail.com,TKT-009397,Late Delivery,5
user_3303c904@gmail.com,TKT-009398,Damaged Item,4
user_12e8e6fd@gmail.com,TKT-009399,Late Delivery,2
user_d9a2eaab@gmail.com,TKT-009400,Late Delivery,1
user_8d05b680@gmail.com,TKT-009401,Damaged Item,1
user_56929b4c@gmail.com,TKT-009402,Late Delivery,4
user_611498b1@gmail.com,TKT-009403,Damaged Item,1
user_d8e34820@gmail.com,TKT-009404,Damaged Item,3
user_021ac573@gmail.com,TKT-009405,Late Delivery,4
user_b6c54869@gmail.com,TKT-009406,Damaged Item,4
user_f0a61cf4@gmail.com,TKT-009407,Late Delivery,2
user_f2c865ff@gmail.com,TKT-009408,Late Delivery,3
user_c4314bfb@gmail.com,TKT-009409,Late Delivery,2
user_4dcb808b@gmail.com,TKT-009410,Late Delivery,2
user_8577a03b@gmail.com,TKT-009411,Late Delivery,3
user_65cfdb0d@gmail.com,TKT-009412,Damaged Item,4
user_4c304f24@gmail.com,TKT-009413,Damaged Item,4
user_ca08d014@gmail.com,TKT-009414,Damaged Item,3
user_a2b45780@gmail.com,TKT-009415,Late Delivery,2
user_83547ceb@gmail.com,TKT-009416,Damaged Item,3
user_28e74199@gmail.com,TKT-009417,Damaged Item,2
user_5a75094c@gmail.com,TKT-009418,Damaged Item,4
user_a58f644f@gmail.com,TKT-009419,Damaged Item,5
user_6cc5f195@gmail.com,TKT-009420,Damaged Item,2
user_6770e2d6@gmail.com,TKT-009421,Damaged Item,3
user_94e024f6@gmail.com,TKT-009422,Late Delivery,3
user_9c77a158@gmail.com,TKT-009423,Late Delivery,2
user_e94ffbc6@gmail.com,TKT-009424,Damaged Item,3
user_3f564d2d@gmail.com,TKT-009425,Damaged Item,3
user_50d02c9a@gmail.com,TKT-009426,Damaged Item,5
user_459addfa@gmail.com,TKT-009427,Damaged Item,4
user_c1ee797a@gmail.com,TKT-009428,Late Delivery,2
user_bc3e7032@gmail.com,TKT-009429,Damaged Item,2
user_761a6992@gmail.com,TKT-009430,Damaged Item,4
user_15090f48@gmail.com,TKT-009431,Damaged Item,3
user_eceec0d0@gmail.com,TKT-009432,Damaged Item,4
user_5a5bf3bc@gmail.com,TKT-009433,Late Delivery,1
user_d8a92bd8@gmail.com,TKT-009434,Late Delivery,2
user_67e52918@gmail.com,TKT-009435,Damaged Item,2
user_2ab8e780@gmail.com,TKT-009436,Damaged Item,5
user_f530d11f@gmail.com,TKT-009437,Damaged Item,4
user_12c4c68f@gmail.com,TKT-009438,Late Delivery,3
user_085f8b93@gmail.com,TKT-009439,Late Delivery,2
user_2e6dca61@gmail.com,TKT-009440,Damaged Item,1
user_2d5b1776@gmail.com,TKT-009441,Late Delivery,1
user_a08b7a13@gmail.com,TKT-009442,Late Delivery,5
user_de8dde24@gmail.com,TKT-009443,Late Delivery,3
user_9a7f008e@gmail.com,TKT-009444,Damaged Item,4
user_b12c3509@gmail.com,TKT-009445,Damaged Item,4
user_9df37760@gmail.com,TKT-009446,Damaged Item,1
user_b5be7a62@gmail.com,TKT-009447,Late Delivery,4
user_3b4eceaf@gmail.com,TKT-009448,Damaged Item,2
user_e58f68be@gmail.com,TKT-009449,Late Delivery,5
user_8124fb5b@gmail.com,TKT-009450,Damaged Item,2
user_ce673045@gmail.com,TKT-009451,Late Delivery,5
user_e3389914@gmail.com,TKT-009452,Late Delivery,4
user_e2b6d6a4@gmail.com,TKT-009453,Damaged Item,1
user_3a6cf3e8@gmail.com,TKT-009454,Damaged Item,2
user_32b73614@gmail.com,TKT-009455,Damaged Item,2
user_6874d746@gmail.com,TKT-009456,Damaged Item,4
user_2ad0e1e3@gmail.com,TKT-009457,Late Delivery,4
user_0ef8f5a3@gmail.com,TKT-009458,Late Delivery,5
user_e5f09d25@gmail.com,TKT-009459,Damaged Item,5
user_0bbd9d31@gmail.com,TKT-009460,Late Delivery,3
user_d90ad5d1@gmail.com,TKT-009461,Damaged Item,1
user_f093103a@gmail.com,TKT-009462,Damaged Item,1
user_f5136b8f@gmail.com,TKT-009463,Late Delivery,5
user_b6b2489c@gmail.com,TKT-009464,Late Delivery,5
user_e5959be4@gmail.com,TKT-009465,Late Delivery,5
user_8b6897e2@gmail.com,TKT-009466,Late Delivery,5
user_731a7cfc@gmail.com,TKT-009467,Damaged Item,1
user_dad9f89f@gmail.com,TKT-009468,Late Delivery,3
user_4d76ce9a@gmail.com,TKT-009469,Damaged Item,5
user_c4ddab94@gmail.com,TKT-009470,Late Delivery,5
user_1ff21b1a@gmail.com,TKT-009471,Late Delivery,2
user_1f7fccff@gmail.com,TKT-009472,Damaged Item,1
user_ff39ae41@gmail.com,TKT-009473,Late Delivery,5
user_0eb2889f@gmail.com,TKT-009474,Damaged Item,1
user_6dca806b@gmail.com,TKT-009475,Damaged Item,4
user_b78ca8ed@gmail.com,TKT-009476,Damaged Item,3
user_93eac6e2@gmail.com,TKT-009477,Damaged Item,2
user_b0cd3c6f@gmail.com,TKT-009478,Damaged Item,4
user_390df523@gmail.com,TKT-009479,Late Delivery,3
user_e1c4798d@gmail.com,TKT-009480,Late Delivery,1
user_100ace3a@gmail.com,TKT-009481,Late Delivery,2
user_a1072a1f@gmail.com,TKT-009482,Late Delivery,5
user_58ce1cfb@gmail.com,TKT-009483,Damaged Item,1
user_cfb9250a@gmail.com,TKT-009484,Late Delivery,2
user_b8e17981@gmail.com,TKT-009485,Damaged Item,4
user_5739f4b8@gmail.com,TKT-009486,Late Delivery,1
user_dd1dee3b@gmail.com,TKT-009487,Late Delivery,4
user_fee9d48a@gmail.com,TKT-009488,Damaged Item,3
user_96f2e8c9@gmail.com,TKT-009489,Damaged Item,2
user_e3ea2953@gmail.com,TKT-009490,Late Delivery,5
user_99c0c1bc@gmail.com,TKT-009491,Late Delivery,2
user_883dc2fe@gmail.com,TKT-009492,Late Delivery,3
user_721dbdcb@gmail.com,TKT-009493,Late Delivery,2
user_54807725@gmail.com,TKT-009494,Damaged Item,5
user_ec0aae9b@gmail.com,TKT-009495,Damaged Item,2
user_f64475bd@gmail.com,TKT-009496,Damaged Item,2
user_1485ab02@gmail.com,TKT-009497,Damaged Item,5
user_6985e81d@gmail.com,TKT-009498,Damaged Item,5
user_5b5980e0@gmail.com,TKT-009499,Damaged Item,1
user_14d7cd50@gmail.com,TKT-009500,Damaged Item,5
user_d9b6d588@gmail.com,TKT-009501,Damaged Item,2
user_72ca6d17@gmail.com,TKT-009502,Damaged Item,2
user_9ddb70ae@gmail.com,TKT-009503,Late Delivery,3
user_f686ca19@gmail.com,TKT-009504,Damaged Item,4
user_cb36af17@gmail.com,TKT-009505,Damaged Item,3
user_94544892@gmail.com,TKT-009506,Late Delivery,3
user_b2ff6bd1@gmail.com,TKT-009507,Damaged Item,2
user_bee155c4@gmail.com,TKT-009508,Late Delivery,3
user_44191aea@gmail.com,TKT-009509,Late Delivery,1
user_eec95eab@gmail.com,TKT-009510,Damaged Item,2
user_fe4507b4@gmail.com,TKT-009511,Late Delivery,5
user_874f552a@gmail.com,TKT-009512,Damaged Item,4
user_21342e5b@gmail.com,TKT-009513,Late Delivery,1
user_0b6e3384@gmail.com,TKT-009514,Late Delivery,5
user_91128052@gmail.com,TKT-009515,Late Delivery,2
user_1348a9d1@gmail.com,TKT-009516,Damaged Item,5
user_9ecf44ab@gmail.com,TKT-009517,Late Delivery,2
user_961e9bb9@gmail.com,TKT-009518,Damaged Item,2
user_4869e690@gmail.com,TKT-009519,Damaged Item,1
user_f579b2ba@gmail.com,TKT-009520,Damaged Item,4
user_2a3646bd@gmail.com,TKT-009521,Damaged Item,2
user_e249bd3b@gmail.com,TKT-009522,Late Delivery,5
user_3655eeed@gmail.com,TKT-009523,Damaged Item,2
user_13311146@gmail.com,TKT-009524,Late Delivery,2
user_80eabfc2@gmail.com,TKT-009525,Damaged Item,5
user_854cc8f6@gmail.com,TKT-009526,Late Delivery,5
user_d0d2121a@gmail.com,TKT-009527,Late Delivery,5
user_6df95554@gmail.com,TKT-009528,Late Delivery,5
user_b02bd9f0@gmail.com,TKT-009529,Damaged Item,5
user_ef1ca25c@gmail.com,TKT-009530,Damaged Item,2
user_b62777d3@gmail.com,TKT-009531,Damaged Item,1
user_1ec407f6@gmail.com,TKT-009532,Late Delivery,2
user_4576bce2@gmail.com,TKT-009533,Late Delivery,1
user_b1872bfc@gmail.com,TKT-009534,Damaged Item,1
user_60712169@gmail.com,TKT-009535,Damaged Item,2
user_5ec2831c@gmail.com,TKT-009536,Damaged Item,3
user_cd2671a2@gmail.com,TKT-009537,Late Delivery,3
user_8e40eb3f@gmail.com,TKT-009538,Damaged Item,4
user_844f54c4@gmail.com,TKT-009539,Late Delivery,3
user_bc72caf8@gmail.com,TKT-009540,Late Delivery,5
user_f2993a5e@gmail.com,TKT-009541,Late Delivery,1
user_5bc4aa3b@gmail.com,TKT-009542,Late Delivery,2
user_aad49491@gmail.com,TKT-009543,Late Delivery,5
user_9ee8464e@gmail.com,TKT-009544,Damaged Item,3
user_22e08981@gmail.com,TKT-009545,Late Delivery,1
user_5b144ed8@gmail.com,TKT-009546,Late Delivery,2
user_98a106ee@gmail.com,TKT-009547,Damaged Item,3
user_fa5575f7@gmail.com,TKT-009548,Damaged Item,5
user_dadc1f59@gmail.com,TKT-009549,Late Delivery,5
user_3ff87420@gmail.com,TKT-009550,Damaged Item,2
user_08c563a0@gmail.com,TKT-009551,Damaged Item,2
user_5389a42a@gmail.com,TKT-009552,Damaged Item,5
user_16a5eb74@gmail.com,TKT-009553,Damaged Item,3
user_0df03c17@gmail.com,TKT-009554,Late Delivery,2
user_8f0eb363@gmail.com,TKT-009555,Damaged Item,3
user_266bc4c3@gmail.com,TKT-009556,Late Delivery,4
user_8af636a8@gmail.com,TKT-009557,Damaged Item,3
user_72591833@gmail.com,TKT-009558,Damaged Item,2
user_283cbb47@gmail.com,TKT-009559,Late Delivery,1
user_b31adb48@gmail.com,TKT-009560,Damaged Item,2
user_6d2ca69d@gmail.com,TKT-009561,Late Delivery,5
user_8ad4694c@gmail.com,TKT-009562,Damaged Item,4
user_03dccfec@gmail.com,TKT-009563,Late Delivery,5
user_87e50b38@gmail.com,TKT-009564,Damaged Item,5
user_6b581771@gmail.com,TKT-009565,Late Delivery,4
user_4b918138@gmail.com,TKT-009566,Damaged Item,4
user_2ff881fd@gmail.com,TKT-009567,Late Delivery,1
user_01ae3897@gmail.com,TKT-009568,Damaged Item,3
user_c5afdb21@gmail.com,TKT-009569,Late Delivery,2
user_dd530943@gmail.com,TKT-009570,Damaged Item,4
user_d04bfb5a@gmail.com,TKT-009571,Late Delivery,3
user_e85047ec@gmail.com,TKT-009572,Late Delivery,5
user_b92521a4@gmail.com,TKT-009573,Late Delivery,4
user_47cff099@gmail.com,TKT-009574,Late Delivery,2
user_334054ef@gmail.com,TKT-009575,Damaged Item,1
user_c1540daa@gmail.com,TKT-009576,Damaged Item,4
user_b116e5ae@gmail.com,TKT-009577,Damaged Item,3
user_679602a8@gmail.com,TKT-009578,Late Delivery,2
user_233e5d96@gmail.com,TKT-009579,Damaged Item,1
user_2aa8f2dd@gmail.com,TKT-009580,Damaged Item,1
user_5f71a528@gmail.com,TKT-009581,Damaged Item,5
user_8cf5ad78@gmail.com,TKT-009582,Damaged Item,2
user_0326b453@gmail.com,TKT-009583,Damaged Item,4
user_4f0796ab@gmail.com,TKT-009584,Damaged Item,2
user_1090fe4c@gmail.com,TKT-009585,Late Delivery,1
user_e4116a75@gmail.com,TKT-009586,Late Delivery,1
user_53da718d@gmail.com,TKT-009587,Damaged Item,2
user_34fbeb53@gmail.com,TKT-009588,Damaged Item,2
user_4a0e8e13@gmail.com,TKT-009589,Late Delivery,1
user_77418cb2@gmail.com,TKT-009590,Late Delivery,3
user_ea7fa61f@gmail.com,TKT-009591,Late Delivery,4
user_ccdc2cd2@gmail.com,TKT-009592,Late Delivery,4
user_139ebd12@gmail.com,TKT-009593,Late Delivery,5
user_68ab9bfe@gmail.com,TKT-009594,Damaged Item,4
user_4a2323f8@gmail.com,TKT-009595,Damaged Item,3
user_de2ae224@gmail.com,TKT-009596,Late Delivery,3
user_902814c1@gmail.com,TKT-009597,Damaged Item,2
user_86f058f4@gmail.com,TKT-009598,Late Delivery,3
user_2526f439@gmail.com,TKT-009599,Late Delivery,2
user_6a140ba4@gmail.com,TKT-009600,Damaged Item,2
user_f0d5f6b6@gmail.com,TKT-009601,Damaged Item,4
user_a4b1f228@gmail.com,TKT-009602,Late Delivery,2
user_b5e6975d@gmail.com,TKT-009603,Late Delivery,3
user_cf324d08@gmail.com,TKT-009604,Late Delivery,2
user_3091200f@gmail.com,TKT-009605,Damaged Item,2
user_b4368f88@gmail.com,TKT-009606,Damaged Item,5
user_61ab6120@gmail.com,TKT-009607,Late Delivery,2
user_c8f83fa0@gmail.com,TKT-009608,Late Delivery,1
user_86aab532@gmail.com,TKT-009609,Damaged Item,3
user_12b10edb@gmail.com,TKT-009610,Damaged Item,3
user_9b45b4d8@gmail.com,TKT-009611,Damaged Item,3
user_cc94f110@gmail.com,TKT-009612,Late Delivery,3
user_1884376f@gmail.com,TKT-009613,Late Delivery,4
user_634b8157@gmail.com,TKT-009614,Late Delivery,3
user_6e5cfb83@gmail.com,TKT-009615,Late Delivery,1
user_d9ad5b8c@gmail.com,TKT-009616,Late Delivery,2
user_936ddf09@gmail.com,TKT-009617,Damaged Item,5
user_0d0e54b6@gmail.com,TKT-009618,Late Delivery,5
user_0ed9c3e3@gmail.com,TKT-009619,Damaged Item,2
user_988d3a14@gmail.com,TKT-009620,Late Delivery,2
user_642d4a4e@gmail.com,TKT-009621,Late Delivery,3
user_2a9a9283@gmail.com,TKT-009622,Damaged Item,1
user_54ed3f08@gmail.com,TKT-009623,Late Delivery,5
user_03219f70@gmail.com,TKT-009624,Late Delivery,3
user_4aa75596@gmail.com,TKT-009625,Damaged Item,2
user_e38413a1@gmail.com,TKT-009626,Late Delivery,4
user_5eefd832@gmail.com,TKT-009627,Late Delivery,5
user_c94da06b@gmail.com,TKT-009628,Late Delivery,2
user_7852e5c8@gmail.com,TKT-009629,Late Delivery,5
user_a0842648@gmail.com,TKT-009630,Damaged Item,5
user_5bd046ec@gmail.com,TKT-009631,Late Delivery,2
user_733730c1@gmail.com,TKT-009632,Late Delivery,5
user_c316912e@gmail.com,TKT-009633,Late Delivery,5
user_fdfbca7a@gmail.com,TKT-009634,Damaged Item,2
user_92222040@gmail.com,TKT-009635,Late Delivery,5
user_e7c942cb@gmail.com,TKT-009636,Damaged Item,3
user_44117ca1@gmail.com,TKT-009637,Late Delivery,5
user_da291db1@gmail.com,TKT-009638,Damaged Item,3
user_6976f84a@gmail.com,TKT-009639,Late Delivery,3
user_fc1d4511@gmail.com,TKT-009640,Late Delivery,5
user_e0233c75@gmail.com,TKT-009641,Late Delivery,1
user_fd39eafe@gmail.com,TKT-009642,Late Delivery,2
user_023f426e@gmail.com,TKT-009643,Damaged Item,5
user_e8d4692a@gmail.com,TKT-009644,Late Delivery,1
user_0e850ed5@gmail.com,TKT-009645,Damaged Item,3
user_d954f210@gmail.com,TKT-009646,Late Delivery,4
user_4b98afe6@gmail.com,TKT-009647,Damaged Item,4
user_71038d62@gmail.com,TKT-009648,Late Delivery,3
user_edec41ef@gmail.com,TKT-009649,Damaged Item,1
user_785e8f5d@gmail.com,TKT-009650,Damaged Item,5
user_bc11c8e7@gmail.com,TKT-009651,Damaged Item,5
user_9b889b80@gmail.com,TKT-009652,Damaged Item,4
user_2b7350b8@gmail.com,TKT-009653,Damaged Item,5
user_54f3534b@gmail.com,TKT-009654,Damaged Item,2
user_7ba73215@gmail.com,TKT-009655,Late Delivery,1
user_827af9fc@gmail.com,TKT-009656,Damaged Item,1
user_73ec5432@gmail.com,TKT-009657,Late Delivery,2
user_6fa30a59@gmail.com,TKT-009658,Damaged Item,1
user_93e0b4d4@gmail.com,TKT-009659,Late Delivery,3
user_fd45f225@gmail.com,TKT-009660,Damaged Item,5
user_00e707ef@gmail.com,TKT-009661,Damaged Item,2
user_fc9fb824@gmail.com,TKT-009662,Damaged Item,5
user_685da575@gmail.com,TKT-009663,Damaged Item,4
user_2d9806c0@gmail.com,TKT-009664,Damaged Item,4
user_099fad9e@gmail.com,TKT-009665,Damaged Item,4
user_99708808@gmail.com,TKT-009666,Late Delivery,3
user_c8064ef7@gmail.com,TKT-009667,Late Delivery,4
user_a64125c9@gmail.com,TKT-009668,Damaged Item,1
user_ee40f866@gmail.com,TKT-009669,Late Delivery,4
